Title,Genre,Release Year,Rating,Viewership,Region,Age Group,Subscription Type,Watch Time (min),Completion Rate (%)
Show 358,Drama,2015,3,675397,South America,25-34,Premium,131.3,0.56
Show 359,Documentary,2012,7.2,72421,Australia,45-54,Premium,148,0.26
Show 360,Comedy,2003,3.1,241436,South America,35-44,Basic,173.7,0.21
Show 361,Romance,2022,6.6,480083,Africa,25-34,Standard,53.7,0.15
Show 362,Comedy,2016,7.7,307756,South America,65+,Premium,88.8,0.12
Show 363,Comedy,2022,3,486247,Africa,65+,Basic,156.6,0.89
Show 364,Romance,2000,1.5,542738,Africa,55-64,Premium,151,0.83
Show 365,Thriller,2017,2.2,14491,Asia,18-24,Basic,123.7,0.61
Show 366,Documentary,2019,6.5,122026,Australia,18-24,Premium,70.4,1
Show 367,Drama,2016,8.6,79804,North America,45-54,Standard,72.6,0.96
Show 368,Action,2014,1.4,516662,Africa,18-24,Premium,48.6,0.69
Show 369,Drama,2010,7.6,884725,Australia,55-64,Basic,168.3,0.52
Show 370,Action,2021,4.1,648786,Europe,65+,Premium,55.9,0.24
Show 371,Drama,2012,5.3,767803,South America,25-34,Standard,115.9,0.56
Show 372,Romance,2000,9.4,929295,Europe,25-34,Standard,117.7,0.24
Show 373,Documentary,2016,4,896907,South America,65+,Standard,85.4,0.46
Show 374,Action,2005,5.2,819746,Asia,35-44,Standard,82.9,0.95
Show 375,Sci-Fi,2003,1.1,843315,Africa,65+,Basic,130.3,0.41
Show 376,Thriller,2019,1.7,492335,North America,25-34,Premium,88.2,0.24
Show 377,Drama,2015,3.3,354230,Africa,45-54,Standard,68.3,0.62
Show 378,Drama,2014,1.3,725989,South America,55-64,Premium,89.9,0.64
Show 379,Action,2014,6.7,368435,North America,65+,Basic,151.1,0.27
Show 380,Thriller,2005,4.8,247223,Africa,35-44,Premium,175,0.28
Show 381,Thriller,2014,5.9,539255,North America,45-54,Premium,125.4,0.99
Show 382,Romance,2013,2.6,217826,South America,65+,Standard,147.3,0.32
Show 383,Sci-Fi,2010,3.7,310364,Asia,45-54,Standard,109.9,0.85
Show 384,Romance,2006,7,734523,Asia,65+,Basic,123.7,0.52
Show 385,Romance,2008,9.7,927451,Africa,45-54,Premium,178.2,0.49
Show 386,Romance,2015,1.5,699779,Europe,18-24,Basic,95.8,0.37
Show 387,Romance,2004,9,323275,South America,45-54,Basic,39.9,0.8
Show 388,Romance,2019,6.2,486930,Africa,18-24,Basic,173.6,0.89
Show 389,Documentary,2009,6.1,33876,Africa,25-34,Standard,149,0.34
Show 390,Thriller,2017,5.5,748804,Asia,18-24,Standard,89.7,0.19
Show 391,Romance,2002,1.6,892880,North America,45-54,Premium,177.4,0.22
Show 392,Thriller,2012,1.8,680331,South America,55-64,Premium,81.8,0.81
Show 393,Thriller,2010,6.4,985043,North America,55-64,Premium,85.8,0.49
Show 394,Comedy,2016,4.1,234192,Australia,25-34,Standard,121.5,0.22
Show 395,Documentary,2021,9.3,316372,Australia,45-54,Standard,71.2,0.41
Show 396,Romance,2012,4.7,259767,South America,18-24,Basic,134.8,0.56
Show 397,Drama,2005,2.3,865927,Europe,55-64,Standard,52.9,0.87
Show 398,Action,2016,7.4,257313,Australia,65+,Basic,46.2,0.68
Show 399,Sci-Fi,2012,3.6,33261,Asia,35-44,Basic,110.2,0.26
Show 400,Drama,2018,5.7,111601,Europe,45-54,Standard,113.3,0.24
Show 401,Documentary,2020,7.3,66260,Africa,65+,Basic,46,0.47
Show 402,Action,2018,9.1,503214,Australia,65+,Basic,174.6,0.17
Show 403,Documentary,2009,8.1,479587,Asia,45-54,Premium,116,0.78
Show 404,Thriller,2002,7.1,401562,Africa,35-44,Basic,52.7,0.46
Show 405,Action,2013,7.1,494170,Europe,55-64,Standard,76.7,0.41
Show 406,Thriller,2018,9.5,585464,South America,35-44,Standard,150,0.56
Show 407,Drama,2004,3.7,319444,Africa,25-34,Basic,108.5,0.74
Show 408,Drama,2004,1,147412,North America,18-24,Premium,58.2,0.61
Show 409,Action,2019,3.4,522561,South America,18-24,Standard,45.4,0.82
Show 410,Action,2016,3,824444,South America,65+,Standard,94.6,0.67
Show 411,Romance,2020,7,695753,Europe,55-64,Premium,80.6,0.81
Show 412,Documentary,2009,6.7,631441,Europe,35-44,Basic,128.4,0.73
Show 413,Romance,2004,6.3,473349,Asia,65+,Standard,168.8,0.27
Show 414,Documentary,2003,1.1,948061,Asia,45-54,Basic,67.2,0.15
Show 415,Romance,2005,7.6,986708,North America,65+,Basic,158.3,0.91
Show 416,Thriller,2003,3.9,864705,South America,45-54,Basic,168.1,0.95
Show 417,Action,2006,7,903760,North America,45-54,Basic,165.3,0.75
Show 418,Drama,2006,6,901736,North America,25-34,Standard,172.8,0.75
Show 419,Documentary,2017,4.1,373781,Europe,25-34,Premium,156.3,0.34
Show 420,Documentary,2002,2.2,677636,North America,45-54,Standard,119,0.59
Show 421,Drama,2000,1.8,321783,North America,55-64,Premium,91.5,0.99
Show 422,Romance,2023,8.5,389083,Africa,25-34,Basic,103.8,0.87
Show 423,Documentary,2003,9.3,536598,Asia,25-34,Premium,160.9,0.37
Show 424,Sci-Fi,2005,6.8,695527,Asia,18-24,Basic,75.2,0.37
Show 425,Thriller,2008,1.9,370088,South America,65+,Standard,53.9,0.54
Show 426,Action,2021,4.6,483096,Asia,18-24,Standard,51.1,0.46
Show 427,Drama,2013,7.6,670751,Australia,55-64,Premium,154,0.43
Show 428,Action,2011,8,127013,South America,25-34,Basic,144.2,0.66
Show 429,Sci-Fi,2019,2.1,186693,Africa,25-34,Basic,104.6,0.11
Show 430,Documentary,2023,1,671252,Asia,35-44,Premium,71.2,0.79
Show 431,Documentary,2003,7.4,868165,Africa,55-64,Basic,131.6,0.77
Show 432,Sci-Fi,2020,4.2,738946,Asia,65+,Basic,35.8,0.85
Show 433,Drama,2023,3.3,958646,Asia,65+,Basic,115.2,0.86
Show 434,Thriller,2011,1.1,443895,Africa,65+,Standard,89.8,0.61
Show 435,Comedy,2009,5.9,177687,North America,55-64,Standard,176.7,0.8
Show 436,Drama,2021,8.7,183625,North America,35-44,Standard,106.1,0.54
Show 437,Comedy,2006,9.6,114264,North America,35-44,Basic,112.8,0.96
Show 438,Sci-Fi,2002,6.1,608359,Australia,18-24,Standard,136.9,0.27
Show 439,Romance,2022,5.6,701362,North America,55-64,Basic,102.7,0.92
Show 440,Comedy,2013,1.8,389755,Asia,55-64,Basic,63.7,0.33
Show 441,Thriller,2023,5.9,75658,Europe,35-44,Premium,110.6,0.19
Show 442,Romance,2009,4.4,539140,Africa,45-54,Basic,171.6,0.5
Show 443,Comedy,2015,6.5,272531,Europe,45-54,Standard,91.5,0.65
Show 444,Sci-Fi,2015,4.5,394715,Australia,18-24,Standard,131.9,0.31
Show 445,Romance,2021,3.2,888727,Europe,45-54,Basic,176.7,0.6
Show 446,Sci-Fi,2009,1.9,659669,South America,45-54,Standard,154.5,0.83
Show 447,Comedy,2012,3.8,307138,North America,45-54,Basic,128.9,0.33
Show 448,Sci-Fi,2005,1.9,239484,Australia,25-34,Premium,140.4,0.62
Show 449,Thriller,2011,2.6,384056,Asia,18-24,Basic,170.5,0.41
Show 450,Comedy,2008,9.9,431941,North America,35-44,Basic,174,0.58
Show 451,Comedy,2012,5,733042,North America,45-54,Premium,175.3,0.7
Show 452,Comedy,2003,5.8,660920,Europe,65+,Standard,123.8,0.42
Show 453,Drama,2023,8.9,391354,South America,25-34,Premium,87.7,1
Show 454,Drama,2010,10,847997,North America,45-54,Premium,50,0.61
Show 455,Drama,2019,6.2,268456,Africa,25-34,Basic,87.8,0.84
Show 456,Thriller,2017,8.3,940709,Africa,18-24,Basic,171.4,0.75
Show 457,Romance,2010,3.9,393026,North America,65+,Premium,163.5,0.87
Show 458,Sci-Fi,2020,3.8,934099,Europe,65+,Standard,108.5,0.26
Show 459,Documentary,2003,4.6,92566,Europe,65+,Premium,110.6,0.3
Show 460,Comedy,2017,7.1,288473,Asia,45-54,Standard,76.3,0.54
Show 461,Sci-Fi,2000,7.1,239750,Australia,25-34,Premium,98.2,0.87
Show 462,Comedy,2006,3.8,859619,Australia,65+,Premium,137.2,0.28
Show 463,Thriller,2005,2.2,604830,Australia,55-64,Standard,90.4,0.97
Show 464,Comedy,2014,6.7,113237,South America,55-64,Premium,58.2,0.21
Show 465,Drama,2017,2.2,524904,Europe,25-34,Basic,111.1,0.26
Show 466,Documentary,2023,6.2,381620,Asia,45-54,Premium,63.8,0.25
Show 467,Action,2010,7.2,302789,Africa,45-54,Basic,176.1,0.63
Show 468,Comedy,2019,7.3,92502,Australia,18-24,Standard,88.6,0.93
Show 469,Sci-Fi,2023,7.8,491598,Africa,18-24,Standard,166.4,0.33
Show 470,Drama,2014,8.9,354454,Africa,65+,Basic,63.8,0.6
Show 471,Action,2015,5.5,861051,North America,35-44,Premium,58.4,0.26
Show 472,Documentary,2006,7.6,824945,South America,18-24,Basic,122.5,0.67
Show 473,Action,2020,6.6,538037,Asia,45-54,Basic,146.9,0.21
Show 474,Drama,2009,2.7,691143,South America,35-44,Standard,115,0.54
Show 475,Romance,2011,1.2,589933,North America,18-24,Basic,64.5,0.69
Show 476,Romance,2023,3.6,218933,Asia,25-34,Premium,35.7,0.62
Show 477,Action,2013,5,58175,Asia,55-64,Basic,122.7,0.23
Show 478,Thriller,2004,6.6,985213,Europe,18-24,Standard,49.7,0.25
Show 479,Sci-Fi,2020,8.6,153395,South America,18-24,Premium,81.5,0.7
Show 480,Sci-Fi,2017,2.8,55762,South America,25-34,Standard,131.4,0.83
Show 481,Action,2004,2.1,593510,Europe,45-54,Basic,44.7,0.92
Show 482,Comedy,2002,9.7,432709,Africa,65+,Basic,49.1,0.83
Show 483,Comedy,2022,2,194400,North America,25-34,Standard,39.2,0.98
Show 484,Sci-Fi,2004,5.3,260539,South America,65+,Standard,179.4,0.47
Show 485,Sci-Fi,2023,6.3,17213,Europe,18-24,Premium,88.1,0.4
Show 486,Romance,2016,5.9,626655,Asia,45-54,Standard,165.9,0.13
Show 487,Thriller,2018,1.8,707290,Australia,35-44,Standard,74,0.5
Show 488,Drama,2018,1.5,163785,Europe,18-24,Basic,143,0.69
Show 489,Comedy,2020,1.9,636445,Australia,25-34,Basic,62.9,0.83
Show 490,Sci-Fi,2011,6.3,995227,Africa,35-44,Standard,104.7,0.34
Show 491,Romance,2008,5.9,758696,North America,55-64,Standard,153.7,0.56
Show 492,Documentary,2000,3.1,37583,Australia,35-44,Basic,152.5,0.7
Show 493,Romance,2017,6.7,658080,Africa,25-34,Premium,149.1,0.6
Show 494,Comedy,2020,8.4,84944,Australia,35-44,Premium,153.6,0.35
Show 495,Comedy,2003,1.4,27369,Asia,25-34,Premium,61.7,0.82
Show 496,Romance,2009,5.5,708288,Asia,18-24,Premium,102.3,0.26
Show 497,Drama,2006,7.2,991454,Asia,45-54,Basic,102.7,0.91
Show 498,Action,2021,3.3,907276,Asia,55-64,Standard,163.6,0.96
Show 499,Comedy,2022,3.8,24510,Europe,45-54,Premium,74.5,0.43
Show 500,Romance,2000,6.5,17120,Asia,45-54,Basic,169.7,0.44
Show 501,Sci-Fi,2016,9.1,629135,Asia,45-54,Standard,97.6,0.77
Show 502,Romance,2023,8.3,627863,Europe,25-34,Premium,130.5,0.51
Show 503,Thriller,2001,6.2,396413,Asia,25-34,Standard,70.3,0.13
Show 504,Action,2010,7.6,272439,Africa,55-64,Premium,91.5,0.93
Show 505,Documentary,2008,4.3,549748,Africa,25-34,Standard,136.5,0.49
Show 506,Drama,2006,6.8,544251,South America,65+,Premium,106.9,0.28
Show 507,Documentary,2021,5.2,868548,Africa,25-34,Premium,169.6,0.6
Show 508,Action,2016,2.7,556616,North America,25-34,Standard,140.6,0.3
Show 509,Action,2016,7.3,876061,North America,25-34,Standard,114.7,0.29
Show 510,Action,2001,6,129034,North America,18-24,Standard,163,0.59
Show 511,Documentary,2005,4.2,550893,Europe,55-64,Basic,129.8,0.45
Show 512,Sci-Fi,2013,9.2,902333,Africa,65+,Basic,127.1,0.62
Show 513,Action,2005,1.2,180885,North America,25-34,Standard,67,1
Show 514,Romance,2001,3.8,182443,South America,55-64,Basic,89.2,0.87
Show 515,Documentary,2000,1.5,637529,Europe,35-44,Premium,132.5,0.11
Show 516,Action,2009,7.9,839030,South America,18-24,Standard,163.8,0.15
Show 517,Romance,2020,7.3,196848,Africa,25-34,Basic,77.3,0.65
Show 518,Sci-Fi,2004,4,259289,Asia,65+,Standard,62.3,0.66
Show 519,Thriller,2001,7.1,863690,South America,18-24,Premium,119.1,0.89
Show 520,Sci-Fi,2021,4.6,832401,Asia,65+,Premium,40.1,0.67
Show 521,Action,2015,7.8,697272,Europe,18-24,Basic,137.2,0.3
Show 522,Documentary,2001,5.1,174446,South America,35-44,Premium,135.5,0.52
Show 523,Comedy,2009,4.7,732662,South America,55-64,Standard,83.2,0.83
Show 524,Action,2001,9.4,67784,Australia,18-24,Basic,163.9,0.93
Show 525,Comedy,2015,3.3,972386,Europe,45-54,Standard,105.3,0.31
Show 526,Romance,2015,2.1,938432,Europe,35-44,Standard,126.9,0.59
Show 527,Thriller,2018,6.3,26274,North America,45-54,Standard,61.4,0.24
Show 528,Drama,2006,9.7,659282,Africa,35-44,Premium,92.6,0.55
Show 529,Sci-Fi,2021,4.4,825848,South America,45-54,Standard,159.4,0.18
Show 530,Thriller,2011,1.6,222220,South America,45-54,Premium,61.9,0.95
Show 531,Action,2023,4.1,721358,Europe,65+,Standard,88.6,0.67
Show 532,Comedy,2014,5.6,367578,Europe,18-24,Premium,77.7,0.87
Show 533,Sci-Fi,2007,2.5,248768,Africa,18-24,Premium,52.7,1
Show 534,Comedy,2005,6.9,951551,Europe,35-44,Premium,73.5,0.26
Show 535,Documentary,2009,10,441572,Asia,55-64,Standard,64.9,0.72
Show 536,Comedy,2002,5.1,697494,Asia,65+,Standard,168.5,0.9
Show 537,Documentary,2018,4.2,465258,Australia,18-24,Premium,141.2,0.62
Show 538,Romance,2016,4.6,842742,Asia,18-24,Standard,77.4,0.68
Show 539,Sci-Fi,2006,2,872190,Asia,65+,Premium,144.5,0.47
Show 540,Sci-Fi,2020,8.9,148435,Africa,25-34,Standard,33.3,0.71
Show 541,Drama,2019,4.7,483365,South America,65+,Premium,109,0.46
Show 542,Action,2003,4.5,967067,Asia,18-24,Premium,67.6,0.53
Show 543,Documentary,2013,6.9,822060,Australia,55-64,Basic,47.1,0.19
Show 544,Drama,2019,5,509136,Europe,25-34,Standard,162.6,0.11
Show 545,Comedy,2021,6.8,74672,Asia,45-54,Standard,59.9,0.15
Show 546,Comedy,2014,1.6,575534,Australia,65+,Basic,153.4,0.27
Show 547,Drama,2023,8.3,933665,Africa,45-54,Premium,92,0.51
Show 548,Sci-Fi,2007,9.5,499209,Europe,25-34,Premium,32.1,0.12
Show 549,Comedy,2020,6.8,618398,Australia,25-34,Basic,139.9,0.24
Show 550,Romance,2014,9.6,490654,Asia,25-34,Basic,119.5,0.8
Show 551,Romance,2021,2.4,269954,South America,35-44,Premium,81.6,0.79
Show 552,Drama,2019,5.3,720220,Europe,65+,Standard,72.2,0.81
Show 553,Documentary,2013,6.4,213271,Europe,55-64,Basic,41.1,0.93
Show 554,Documentary,2008,6.2,600976,South America,55-64,Basic,171.2,0.21
Show 555,Drama,2007,4.6,856980,Europe,45-54,Basic,104.1,0.25
Show 556,Documentary,2016,4,722723,Asia,45-54,Basic,42.8,0.4
Show 557,Sci-Fi,2001,2.1,278306,Europe,45-54,Basic,160.3,0.92
Show 558,Sci-Fi,2023,4.5,879290,Asia,65+,Basic,71.8,0.8
Show 559,Documentary,2002,2.5,602823,South America,18-24,Premium,60.5,0.39
Show 560,Romance,2007,7.6,405435,North America,45-54,Premium,72.1,0.18
Show 561,Documentary,2011,2.9,600152,South America,25-34,Basic,114.7,0.65
Show 562,Sci-Fi,2000,1.5,663981,Asia,45-54,Premium,41.1,0.33
Show 563,Thriller,2009,6,123371,Africa,25-34,Standard,102.3,0.58
Show 564,Action,2019,6.4,619080,South America,35-44,Standard,164.4,0.95
Show 565,Comedy,2002,8.8,704793,Africa,18-24,Basic,58.2,0.62
Show 566,Thriller,2005,6.2,518214,Africa,18-24,Standard,79.7,0.93
Show 567,Documentary,2006,4.1,475066,Asia,65+,Standard,89.4,0.45
Show 568,Romance,2019,8.2,786704,Asia,65+,Premium,117.9,0.67
Show 569,Drama,2022,5.9,71188,North America,55-64,Premium,167.9,0.9
Show 570,Documentary,2017,1.7,191023,Australia,35-44,Premium,89.2,0.63
Show 571,Romance,2010,6.1,873150,Europe,65+,Premium,40.4,0.65
Show 572,Action,2018,9.2,767476,South America,25-34,Standard,82.2,0.74
Show 573,Documentary,2004,4.6,565846,Asia,35-44,Basic,58.5,0.89
Show 574,Sci-Fi,2018,3.7,133938,South America,18-24,Premium,127.8,0.18
Show 575,Drama,2010,2.3,151731,Australia,25-34,Standard,34.4,0.4
Show 576,Romance,2023,2.4,825845,Australia,35-44,Premium,73.8,0.46
Show 577,Romance,2011,4.9,801867,Africa,18-24,Standard,111.8,0.92
Show 578,Romance,2009,6.4,779560,Europe,65+,Premium,71.6,0.96
Show 579,Action,2007,1.7,976415,North America,25-34,Basic,112.6,0.21
Show 580,Documentary,2023,9.5,557355,South America,25-34,Premium,47.2,0.21
Show 581,Action,2008,7.8,617082,Europe,18-24,Basic,171.4,0.94
Show 582,Comedy,2003,6.3,885255,North America,25-34,Premium,73.6,0.37
Show 583,Comedy,2004,8.5,860656,South America,65+,Premium,168.5,0.32
Show 584,Documentary,2020,1.7,471441,Europe,65+,Premium,78.9,0.13
Show 585,Sci-Fi,2007,5.3,530667,Asia,65+,Standard,147.3,0.35
Show 586,Action,2022,6.7,369691,South America,18-24,Standard,66.9,0.72
Show 587,Drama,2008,8.5,637829,Europe,45-54,Basic,130.5,0.48
Show 588,Romance,2014,8.1,425840,Australia,45-54,Basic,78.6,0.57
Show 589,Romance,2014,3.5,489716,North America,25-34,Standard,106.4,0.93
Show 590,Documentary,2015,9.5,748787,Europe,65+,Basic,131.1,0.2
Show 591,Sci-Fi,2013,2.1,643922,Asia,25-34,Basic,118.3,0.16
Show 592,Comedy,2007,8.9,782867,South America,18-24,Standard,116.4,0.87
Show 593,Comedy,2017,9.7,920133,South America,25-34,Standard,39.9,0.8
Show 594,Romance,2009,2.6,324889,South America,55-64,Standard,67.4,0.34
Show 595,Documentary,2019,7.5,974309,Asia,45-54,Standard,115.8,0.39
Show 596,Action,2005,1.4,633203,North America,25-34,Premium,32.7,0.38
Show 597,Comedy,2011,4.6,519031,South America,25-34,Standard,67.6,0.68
Show 598,Action,2001,5.6,410732,North America,35-44,Basic,64.4,0.16
Show 599,Sci-Fi,2006,6.2,739782,Europe,25-34,Premium,67.5,0.54
Show 600,Comedy,2015,9.4,221915,Australia,55-64,Premium,110.3,0.22
Show 601,Comedy,2002,7.1,658848,Australia,45-54,Basic,117.3,0.84
Show 602,Thriller,2012,5.3,160915,North America,35-44,Premium,166.3,0.44
Show 603,Comedy,2002,8.3,141984,North America,18-24,Basic,87.9,0.57
Show 604,Drama,2017,9.6,681874,Australia,18-24,Premium,169,0.13
Show 605,Documentary,2010,1.2,223431,South America,45-54,Premium,127.8,0.15
Show 606,Documentary,2007,9.8,717392,Africa,18-24,Basic,166.9,0.71
Show 607,Action,2005,1.8,951301,Africa,55-64,Basic,155,0.79
Show 608,Sci-Fi,2000,8.3,666809,Asia,25-34,Basic,133.1,0.74
Show 609,Comedy,2000,3.5,137797,Australia,45-54,Basic,83.4,0.76
Show 610,Drama,2022,2.2,872838,Australia,35-44,Standard,66.2,0.19
Show 611,Action,2007,5,14304,Asia,25-34,Standard,63.4,0.72
Show 612,Thriller,2004,6.8,995562,Africa,18-24,Basic,172.8,0.26
Show 613,Action,2015,4.4,130555,Europe,18-24,Standard,173.8,0.19
Show 614,Action,2010,1.5,411879,South America,35-44,Basic,138.7,0.78
Show 615,Comedy,2004,6.4,337464,South America,55-64,Basic,162.6,0.9
Show 616,Thriller,2003,9.1,528277,Europe,35-44,Premium,167.8,0.75
Show 617,Action,2005,4.4,473224,Europe,45-54,Basic,106.7,0.83
Show 618,Drama,2013,2.9,99488,Africa,35-44,Basic,124.4,0.99
Show 619,Drama,2021,5,263490,Asia,18-24,Basic,92.8,0.22
Show 620,Documentary,2018,1.4,342735,Europe,55-64,Basic,92.8,0.97
Show 621,Thriller,2008,8.4,362188,Asia,55-64,Premium,35.8,0.64
Show 622,Thriller,2011,8.4,673036,North America,65+,Basic,95.1,0.83
Show 623,Documentary,2010,6.3,816624,South America,35-44,Premium,131,0.69
Show 624,Action,2013,4.2,790890,Africa,45-54,Basic,93.3,0.61
Show 625,Thriller,2022,8.2,947226,South America,18-24,Premium,160.9,0.73
Show 626,Drama,2015,6,667806,Africa,25-34,Standard,79.9,0.39
Show 627,Drama,2000,8.4,386448,North America,55-64,Premium,49.9,0.93
Show 628,Comedy,2012,6.7,927229,South America,35-44,Premium,151.7,0.2
Show 629,Thriller,2022,8.1,745957,North America,65+,Basic,131.1,0.39
Show 630,Action,2020,6.4,511289,Africa,45-54,Premium,66.3,0.13
Show 631,Documentary,2020,4.7,617495,Europe,45-54,Premium,110.5,0.34
Show 632,Documentary,2012,9.6,717992,South America,18-24,Basic,90.3,0.3
Show 633,Action,2001,5.9,203017,North America,55-64,Standard,170.8,0.14
Show 634,Sci-Fi,2003,6.4,603029,Australia,18-24,Standard,121.1,0.54
Show 635,Romance,2005,3,21365,South America,65+,Standard,53.8,0.52
Show 636,Comedy,2022,6.6,857224,South America,25-34,Premium,105.3,0.17
Show 637,Documentary,2004,6.1,725217,South America,25-34,Basic,159.4,0.34
Show 638,Thriller,2002,2.7,776769,Asia,25-34,Standard,130.7,0.96
Show 639,Comedy,2000,1.5,676064,North America,45-54,Standard,156.4,0.2
Show 640,Thriller,2003,6.4,842007,North America,55-64,Standard,67.6,0.37
Show 641,Sci-Fi,2019,7.9,165974,South America,18-24,Standard,163.3,0.13
Show 642,Drama,2001,5.7,911073,Europe,18-24,Basic,143.3,0.23
Show 643,Comedy,2004,3,237366,South America,65+,Standard,139.3,0.73
Show 644,Documentary,2002,7,399411,Asia,25-34,Premium,82,0.43
Show 645,Comedy,2008,1.7,255319,Africa,55-64,Premium,163.1,0.51
Show 646,Comedy,2019,5,844949,Asia,55-64,Basic,125.7,0.24
Show 647,Comedy,2005,2.5,39012,Europe,65+,Standard,157.8,0.71
Show 648,Romance,2017,2.7,671775,South America,35-44,Standard,84.1,0.78
Show 649,Comedy,2005,2.8,437750,North America,55-64,Premium,51.8,0.26
Show 650,Thriller,2018,4.5,550974,Australia,55-64,Basic,79.9,0.14
Show 651,Drama,2011,1.5,737558,South America,18-24,Premium,98.3,0.17
Show 652,Sci-Fi,2010,4.6,512730,Europe,65+,Basic,110,0.69
Show 653,Action,2001,5.6,689103,North America,55-64,Basic,106.6,0.22
Show 654,Comedy,2014,5.3,37161,Asia,55-64,Basic,111.9,0.54
Show 655,Documentary,2011,4.4,459529,Africa,18-24,Premium,156.3,0.24
Show 656,Comedy,2011,8.6,252066,Africa,55-64,Basic,55.5,0.25
Show 657,Documentary,2008,2.3,768977,South America,18-24,Premium,77.4,0.1
Show 658,Thriller,2020,5.6,269546,Asia,35-44,Premium,163.3,0.39
Show 659,Documentary,2023,1.6,68190,Australia,45-54,Standard,114.1,0.18
Show 660,Action,2001,1.6,251256,Australia,18-24,Premium,117.5,0.45
Show 661,Drama,2021,6.2,975055,Europe,18-24,Premium,101.7,0.64
Show 662,Documentary,2002,6.1,280419,Africa,55-64,Standard,112.3,0.43
Show 663,Documentary,2011,8.9,688542,Asia,18-24,Standard,59.7,0.73
Show 664,Drama,2015,6,544203,South America,65+,Standard,112,0.77
Show 665,Action,2020,9.6,268053,North America,25-34,Basic,179.6,0.73
Show 666,Comedy,2023,1.4,905542,South America,25-34,Basic,114.9,0.94
Show 667,Documentary,2000,1.9,70908,South America,35-44,Standard,36.7,0.31
Show 668,Drama,2020,1.4,132337,Asia,18-24,Basic,149.5,0.27
Show 669,Thriller,2002,2.7,814052,Africa,65+,Standard,89.5,0.65
Show 670,Drama,2019,5.9,39112,Asia,55-64,Basic,53.1,0.64
Show 671,Thriller,2001,6.8,734411,North America,55-64,Premium,159.4,0.56
Show 672,Action,2008,1.4,7431,Asia,45-54,Basic,59.7,0.1
Show 673,Comedy,2018,9.5,91590,Europe,35-44,Basic,168.1,0.6
Show 674,Drama,2014,8.6,853607,South America,65+,Premium,96.3,0.94
Show 675,Sci-Fi,2017,3.7,646760,Africa,65+,Standard,141.4,0.4
Show 676,Sci-Fi,2010,1.7,299768,Australia,55-64,Basic,112,0.97
